location,price,area,bedroom
4 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 1.22 Cr₹ 4,800/sq.ft.","2,550 sq.ft. (237 sq.m.) Super built-up Area",4 BHK
3 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 91.2 Lac₹ 4,800/sq.ft.","1,900 sq.ft. (177 sq.m.) Super built-up Area",3 BHK
3 BHK Residential Apartment in Sector-79 Noida,"₹ 97.2 Lac - 1.14 Cr₹ 6,000/sq.ft.","1,620-1,895 sq.ft. (151-176 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Sector-79 Noida,"₹ 72.9  - 83.1 Lac₹ 6,000/sq.ft.","1,215-1,385 sq.ft. (113-129 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Residential Apartment in Sector 1 Greater Noida West,₹ 81.91 Lac,"1,241 sq.ft. (115 sq.m.) Carpet Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector 1 Greater Noida West,₹ 62.83 Lac,951 sq.ft. (88 sq.m.) Carpet Area,3 BHK3 Baths
2 BHK Residential Apartment in Sector 1 Greater Noida West,₹ 45.14 Lac,683 sq.ft. (63 sq.m.) Carpet Area,2 BHK2 Baths
3 BHK Residential Apartment in Sector-118 Noida,"₹ 72.28  - 97.75 Lac₹ 4,900/sq.ft.","1,475-1,995 sq.ft. (137-185 sq.m.) Super built-up Area",3 BHK
2 BHK Residential Apartment in Sector-118 Noida,"₹ 53.65  - 61.49 Lac₹ 4,900/sq.ft.","1,095-1,255 sq.ft. (102-117 sq.m.) Super built-up Area",2 BHK2 Baths
2 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 41.58  - 47.42 Lac₹ 4,200/sq.ft.","990-1,129 sq.ft. (92-105 sq.m.) Super built-up Area",2 BHK2 Baths
2 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 41.58  - 47.42 Lac₹ 4,200/sq.ft.","990-1,129 sq.ft. (92-105 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 59.76  - 60.8 Lac₹ 4,150/sq.ft.","1,440-1,465 sq.ft. (134-136 sq.m.) Super built-up Area",3 BHK
2 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 41.79  - 57.96 Lac₹ 4,200/sq.ft.","995-1,380 sq.ft. (92-128 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 44.81  - 79.48 Lac₹ 3,900/sq.ft.","1,149-2,038 sq.ft. (107-189 sq.m.) Super built-up Area",3 BHK
4 BHK Residential Apartment in Sector-79 Noida,"₹ 1.83  - 1.97 Cr₹ 6,800/sq.ft.","2,690-2,890 sq.ft. (250-268 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 1.18 Cr₹ 4,900/sq.ft.","2,400 sq.ft. (223 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 64.26 Lac₹ 4,200/sq.ft.","1,530 sq.ft. (142 sq.m.) Super built-up Area",3 BHK2 Baths
2 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 43.2  - 55.4 Lac₹ 4,000/sq.ft.","1,080-1,385 sq.ft. (100-129 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 1.16  - 1.73 Cr₹ 6,200/sq.ft.","1,875-2,790 sq.ft. (174-259 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 91.2 Lac - 1.48 Cr₹ 6,400/sq.ft.","1,425-2,315 sq.ft. (132-215 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Sector 1 Greater Noida West,"₹ 62.19  - 77.81 Lac₹ 6,250/sq.ft.","995-1,245 sq.ft. (92-116 sq.m.) Super built-up Area",2 BHK2 Baths
5 BHK Residential Apartment in Sector-107 Noida,"₹ 5.08 Cr₹ 13,000/sq.ft.","3,904 sq.ft. (363 sq.m.) Carpet Area",5 BHK
4 BHK Residential Apartment in Sector-107 Noida,"₹ 2.71  - 3.34 Cr₹ 13,000/sq.ft.","2,085-2,570 sq.ft. (194-239 sq.m.) Carpet Area",4 BHK
2 BHK Residential Apartment in Sector-10 Greater Noida West,"₹ 48.93 Lac₹ 4,200/sq.ft.","1,165 sq.ft. (108 sq.m.) Super built-up Area",2 BHK2 Baths
2 BHK Residential Apartment in Techzone 4 Greater Noida West,"₹ 40.1 Lac₹ 4,500/sq.ft.",891 sq.ft. (83 sq.m.) Super built-up Area,2 BHK2 Baths
4 BHK Residential Apartment in Techzone 4 Greater Noida West,"₹ 1 Cr₹ 4,500/sq.ft.","2,232 sq.ft. (207 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Techzone 4 Greater Noida West,"₹ 54.27  - 72.9 Lac₹ 4,500/sq.ft.","1,206-1,620 sq.ft. (112-151 sq.m.) Super built-up Area",3 BHK
4 BHK Residential Apartment in sector-121 Noida,"₹ 1.88  - 3.43 Cr₹ 7,700/sq.ft.","2,448-4,455 sq.ft. (227-414 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Sector-81 Gurgaon,Price on Request,"1,911-2,132 sq.ft. (178-198 sq.m.) Super built-up Area",3 BHK
3 BHK Independent Builder Floor in Sector-57 Gurgaon,"₹ 1.35 Cr₹ 5,703/sq.ft.","2,367 sq.ft. (220 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Raj Nagar Extension,₹ 39.9 Lac Onwards,"1,330-1,850 sq.ft. (124-172 sq.m.) Super built-up Area",3 BHK
3 BHK Residential Apartment in Indirapuram,"₹ 97 Lac₹ 4,714/sq.ft.","1,851 sq.ft. (172 sq.m.) Super built-up Area",3 BHK3 Baths
Residential land / Plot in Sector-67 Gurgaon,"₹ 5.22 Cr₹ 6,117/sq.ft.","8,541 sq.ft. (793 sq.m.) Plot Area",
2 BHK Independent Builder Floor in Khanpur,"₹ 25.5 Lac₹ 3,642/sq.ft.",700 sq.ft. (65 sq.m.) Super built-up Area,2 BHK2 Baths
4 BHK Independent Builder Floor in DLF CITY PHASE 4,"₹ 3.1 Cr₹ 8,951/sq.ft.","3,240 sq.ft. (301 sq.m.) Super built-up Area",4 BHK5 Baths
6 Bedroom Farm house in Radha Swami Satsang Road Farms,"₹ 35 Cr₹ 3,214/sq.ft.","108,900 sq.ft. (10117 sq.m.) Plot Area",6 BHK7 Baths
6 Bedroom Farm house in Radha Swami Satsang Road Farms,"₹ 35 Cr₹ 3,214/sq.ft.","108,900 sq.ft. (10117 sq.m.) Plot Area",6 BHK7 Baths
3 BHK Residential Apartment in Kishangarh Village,"₹ 90 Lac₹ 6,923/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Mehrauli,"₹ 44 Lac₹ 4,888/sq.ft.",900 sq.ft. (84 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Residential Apartment in Shanti Kunj,"₹ 1.6 Cr₹ 7,111/sq.ft.","2,250 sq.ft. (209 sq.m.) Built-up Area",3 BHK3 Baths
Residential land / Plot in pushpanjali farms,"₹ 25 Cr₹ 5,739/sq.ft.","43,560 sq.ft. (4047 sq.m.) Plot Area",
Residential land / Plot in Palam Vihar,"₹ 5.2 Cr₹ 11,111/sq.ft.","4,680 sq.ft. (435 sq.m.) Plot Area",
4 BHK Residential Apartment in Sector-102 Gurgaon,"₹ 1.5 Cr₹ 5,873/sq.ft.","2,554 sq.ft. (237 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Raj Nagar Extension,"₹ 40 Lac₹ 3,088/sq.ft.","1,295 sq.ft. (120 sq.m.) Super built-up Area",3 BHK2 Baths
3 BHK Residential Apartment in Sector-A Vasant Kunj,"₹ 2 Cr₹ 7,407/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",3 BHK4 Baths
3 BHK Independent Builder Floor in sector-91,"₹ 46 Lac₹ 2,787/sq.ft.","1,650 sq.ft. (153 sq.m.) Super built-up Area",3 BHK2 Baths
4 BHK Residential Apartment in Indirapuram,"₹ 1.69 Cr₹ 7,130/sq.ft.","2,370 sq.ft. (220 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-48 Gurgaon,"₹ 1.37 Cr₹ 8,228/sq.ft.","1,665 sq.ft. (155 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Independent Builder Floor in West Vinod Nagar,"₹ 62 Lac₹ 6,526/sq.ft.",950 sq.ft. (88 sq.m.) Carpet Area,2 BHK2 Baths
4 BHK Independent Builder Floor in Rosewood,"₹ 3.25 Cr₹ 7,738/sq.ft.","4,200 sq.ft. (390 sq.m.) Super built-up Area",4 BHK4 Baths
Residential land / Plot in Mehrauli Gurgaon Road,"₹ 2.35 Cr₹ 24,177/sq.ft.",972 sq.ft. (90 sq.m.) Plot Area,
4 Bedroom Independent House in Delhi Cantonment,"₹ 4.25 Cr₹ 33,730/sq.ft.","1,260 sq.ft. (117 sq.m.) Plot Area",4 BHK3 Baths
4 Bedroom Independent House in Sector-27 Greater Noida,"₹ 5 Cr₹ 5,813/sq.ft.","8,600 sq.ft. (799 sq.m.) Plot Area",4 BHK4 Baths
3 BHK Residential Apartment in Kishangarh Village,"₹ 70.55 Lac₹ 5,426/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Greater Kailash I,"₹ 3.85 Cr₹ 27,500/sq.ft.","1,400 sq.ft. (130 sq.m.) Built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector-67 Gurgaon,"₹ 2.25 Cr₹ 8,078/sq.ft.","2,847 sq.ft. (264 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Sushant Lok Phase - 2,"₹ 2.9 Cr₹ 9,354/sq.ft.","3,100 sq.ft. (288 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Vasant Vihar,"₹ 5.5 Cr₹ 14,726/sq.ft.","3,735 sq.ft. (347 sq.m.) Super built-up Area",4 BHK4 Baths
5 BHK Independent Builder Floor in DLF CITY PHASE 1,"₹ 4.6 Cr₹ 9,556/sq.ft.","4,500 sq.ft. (418 sq.m.) Super built-up Area",5 BHK5 Baths
4 BHK Residential Apartment in Sector-59 Gurgaon,"₹ 5.28 Cr₹ 11,000/sq.ft.","4,800 sq.ft. (446 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-59 Gurgaon,"₹ 3.28 Cr₹ 11,000/sq.ft.","2,982 sq.ft. (277 sq.m.) Super built-up Area",3 BHK3 Baths
5 Bedroom Independent House in Mayfair Garden,"₹ 35 Cr₹ 64,815/sq.ft.","5,400 sq.ft. (502 sq.m.) Plot Area",5 BHK6 Baths
5 Bedroom Independent House in Mayfair Garden,"₹ 35 Cr₹ 64,815/sq.ft.","5,400 sq.ft. (502 sq.m.) Plot Area",5 BHK6 Baths
3 BHK Residential Apartment in Sector-10 Dwarka,"₹ 1.62 Cr₹ 9,000/sq.ft.","1,800 sq.ft. (167 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-104 Gurgaon,"₹ 61.45 Lac - 1.26 Cr₹ 6,951/sq.ft.","884-1,816 sq.ft. (82-169 sq.m.) Carpet Area",3 BHK
2 BHK Independent Builder Floor in Gyan Khand 1,"₹ 41.8 Lac₹ 3,483/sq.ft.","1,200 sq.ft. (111 sq.m.) Super built-up Area",2 BHK2 Baths
3 BHK Independent Builder Floor in Freedom Fighter Enclave,"₹ 63 Lac₹ 4,846/sq.ft.","1,300 sq.ft. (121 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Sector 16 Faridabad,"₹ 1.3 Cr₹ 5,778/sq.ft.","2,250 sq.ft. (209 sq.m.) Super built-up Area",3 BHK3 Baths
5 BHK Independent Builder Floor in Greater Kailash II,"₹ 16 Cr₹ 17,778/sq.ft.","9,000 sq.ft. (836 sq.m.) Super built-up Area",5 BHK6 Baths
4 BHK Independent Builder Floor in Panchsheel Park,"₹ 12.25 Cr₹ 17,013/sq.ft.","7,200 sq.ft. (669 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Sector-27 Gurgaon,"₹ 2.5 Cr₹ 8,620/sq.ft.","2,900 sq.ft. (269 sq.m.) Carpet Area",4 BHK4 Baths
4 BHK Independent Builder Floor in DLF CITY PHASE 1,"₹ 4.75 Cr₹ 10,513/sq.ft.","4,518 sq.ft. (420 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Independent Builder Floor in South City 1,"₹ 2.75 Cr₹ 8,488/sq.ft.","3,240 sq.ft. (301 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Crossing Republik,"₹ 53.75 Lac₹ 2,721/sq.ft.","1,975 sq.ft. (183 sq.m.) Super built-up Area",3 BHK3 Baths
Residential land / Plot in Sector-108 Noida,"₹ 2.25 Cr₹ 8,361/sq.ft.","2,690 sq.ft. (250 sq.m.) Plot Area",
4 BHK Independent Builder Floor in Malibu Town,"₹ 3 Cr₹ 10,000/sq.ft.","3,000 sq.ft. (279 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Sushant Lok Phase - 3,"₹ 1.59 Cr₹ 5,897/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Sector-60 Gurgaon,"₹ 1.5  - 4.5 Cr₹ 8,333/sq.ft.","2,000-4,500 sq.ft. (186-418 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-94 Noida,"₹ 1.84  - 2.88 Cr₹ 9,000/sq.ft.","2,040-3,200 sq.ft. (190-297 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Residential Apartment in Sector-137 Noida,"₹ 1.15 Cr₹ 3,898/sq.ft.","2,950 sq.ft. (274 sq.m.) Super built-up Area",4 BHK5 Baths
Residential land / Plot in DLF CITY PHASE 2,"₹ 14 Cr₹ 15,221/sq.ft.","9,198 sq.ft. (855 sq.m.) Plot Area",
5 BHK Residential Apartment in Sector-78 Noida,"₹ 3.1 Cr₹ 8,211/sq.ft.","3,775 sq.ft. (351 sq.m.) Super built-up Area",5 BHK4 Baths
3 BHK Residential Apartment in Sector-78 Noida,"₹ 1.93 Cr₹ 8,212/sq.ft.","2,350 sq.ft. (218 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Residential Apartment in Sector-78 Noida,"₹ 2.62 Cr₹ 8,187/sq.ft.","3,200 sq.ft. (297 sq.m.) Super built-up Area",4 BHK5 Baths
2 BHK Residential Apartment in Sector-150 Noida,"₹ 78  - 78.72 Lac₹ 7,188/sq.ft.","1,085-1,095 sq.ft. (101-102 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Residential Apartment in Sector-150 Noida,"₹ 2.32 Cr₹ 7,204/sq.ft.","3,220 sq.ft. (299 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Sector-150 Noida,"₹ 1 Cr₹ 7,168/sq.ft.","1,395 sq.ft. (130 sq.m.) Super built-up Area",3 BHK2 Baths
4 BHK Residential Apartment in Sector-36A Gurgaon,Price on Request,"6,353 sq.ft. (590 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Residential Apartment in Sector-36A Gurgaon,Price on Request,"6,353 sq.ft. (590 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-36A Gurgaon,Price on Request,"1,967-4,429 sq.ft. (183-411 sq.m.) Super built-up Area",3 BHK
2 BHK Residential Apartment in Sector-36A Gurgaon,Price on Request,"1,448-1,479 sq.ft. (135-137 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Independent Builder Floor in Sector-63A Gurgaon,"₹ 1.63  - 2.79 Cr₹ 14,000/sq.ft.","1,164-1,989 sq.ft. (108-185 sq.m.) Carpet Area",4 BHK4 Baths
3 BHK Independent Builder Floor in Sector-63A Gurgaon,"₹ 1.5  - 1.98 Cr₹ 14,316/sq.ft.","1,054-1,387 sq.ft. (98-129 sq.m.) Carpet Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Sector-63A Gurgaon,"₹ 1.2  - 1.41 Cr₹ 15,767/sq.ft.",763-893 sq.ft. (71-83 sq.m.) Carpet Area,2 BHK2 Baths
4 BHK Residential Apartment in Sohna,"₹ 95.49 Lac₹ 4,500/sq.ft.","2,122 sq.ft. (197 sq.m.) Super built-up Area",4 BHK
3 BHK Residential Apartment in Sohna,"₹ 78.79  - 95.49 Lac₹ 4,500/sq.ft.","1,751-2,122 sq.ft. (163-197 sq.m.) Super built-up Area",3 BHK
2 BHK Residential Apartment in Sohna,"₹ 58  - 66.86 Lac₹ 4,589/sq.ft.","1,264-1,457 sq.ft. (117-135 sq.m.) Super built-up Area",2 BHK2 Baths
5 BHK Residential Apartment in Sector-72 Gurgaon,"₹ 4.1  - 4.12 Cr₹ 8,632/sq.ft.","4,750-4,775 sq.ft. (441-444 sq.m.) Super built-up Area",5 BHK
3 BHK Residential Apartment in Sector-72 Gurgaon,"₹ 1.83  - 2.18 Cr₹ 8,531/sq.ft.","2,145-2,550 sq.ft. (199-237 sq.m.) Super built-up Area",3 BHK
4 BHK Residential Apartment in Sector-72 Gurgaon,"₹ 2  - 4.65 Cr₹ 7,619/sq.ft.","2,625-6,105 sq.ft. (244-567 sq.m.) Super built-up Area",4 BHK
4 BHK Independent Builder Floor in South City 1,"₹ 2.45 Cr₹ 8,166/sq.ft.","3,000 sq.ft. (279 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in South City 1,"₹ 2.9 Cr₹ 9,666/sq.ft.","3,000 sq.ft. (279 sq.m.) Super built-up Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-59 Gurgaon,"₹ 3.28 Cr₹ 11,000/sq.ft.","2,980 sq.ft. (277 sq.m.) Super built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in DLF CITY PHASE 4,"₹ 2.65 Cr₹ 10,905/sq.ft.","2,430 sq.ft. (226 sq.m.) Super built-up Area",4 BHK4 Baths
Residential land / Plot in South City 1,"₹ 7.9 Cr₹ 17,556/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",
3 BHK Independent Builder Floor in Sector-14 Gurgaon,"₹ 1.46 Cr₹ 8,342/sq.ft.","1,750 sq.ft. (163 sq.m.) Carpet Area",3 BHK3 Baths
2 BHK Independent Builder Floor in Lal Kuan,"₹ 20.5 Lac₹ 2,157/sq.ft.",950 sq.ft. (88 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Residential Apartment in Sector-77 Noida,"₹ 84.75 Lac₹ 5,000/sq.ft.","1,695 sq.ft. (157 sq.m.) Super built-up Area",3 BHK3 Baths
3 Bedroom Farm house in Sohna,₹ 2.97 Cr₹ 341/sq.ft.,"87,120 sq.ft. (8094 sq.m.) Plot Area",3 BHK3 Baths
3 BHK Independent Builder Floor in Sector 85 Faridabad,"₹ 77.9 Lac₹ 3,462/sq.ft.","2,250 sq.ft. (209 sq.m.) Carpet Area",3 BHK3 Baths
2 BHK Residential Apartment in Crossing Republik,"₹ 27.25 Lac₹ 2,477/sq.ft.","1,100 sq.ft. (102 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Residential Apartment in Sector-91 Gurgaon,"₹ 1.05 Cr₹ 4,441/sq.ft.","2,364 sq.ft. (220 sq.m.) Super built-up Area",4 BHK4 Baths
2 BHK Independent Builder Floor in Chattarpur,"₹ 49.01 Lac₹ 6,534/sq.ft.",750 sq.ft. (70 sq.m.) Super built-up Area,2 BHK2 Baths
4 BHK Independent Builder Floor in Saket,"₹ 4 Cr₹ 16,162/sq.ft.","2,475 sq.ft. (230 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Saket,"₹ 4 Cr₹ 16,162/sq.ft.","2,475 sq.ft. (230 sq.m.) Super built-up Area",4 BHK4 Baths
16 Bedroom Independent House in DLF CITY PHASE 1,"₹ 9.5 Cr₹ 39,095/sq.ft.","2,430 sq.ft. (226 sq.m.) Plot Area",16 BHK12 Baths
Residential land / Plot in c block Palam vihar,"₹ 3.95 Cr₹ 12,222/sq.ft.","3,231 sq.ft. (300 sq.m.) Plot Area",
4 BHK Residential Apartment in Sector 72 Faridabad,"₹ 38 Lac₹ 2,054/sq.ft.","1,850 sq.ft. (172 sq.m.) Super built-up Area",4 BHK2 Baths
Residential land / Plot in BPTP,"₹ 2.15 Cr₹ 4,778/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",
9 Bedroom Independent House in Sector-28 Gurgaon,"₹ 4 Cr₹ 16,899/sq.ft.","2,367 sq.ft. (220 sq.m.) Plot Area",9 BHK9 Baths
3 BHK Residential Apartment in Indirapuram,"₹ 98 Lac₹ 4,771/sq.ft.","1,851 sq.ft. (172 sq.m.) Super built-up Area",3 BHK3 Baths
2 BHK Residential Apartment in Sector-120 Noida,"₹ 62 Lac₹ 4,765/sq.ft.","1,301 sq.ft. (121 sq.m.) Carpet Area",2 BHK2 Baths
2 BHK Residential Apartment in NH-24 Highway,"₹ 31.78 Lac₹ 2,800/sq.ft.","1,135 sq.ft. (105 sq.m.) Super built-up Area",2 BHK2 Baths
4 BHK Independent Builder Floor in Greater Kailash II,"₹ 6 Cr₹ 22,222/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Independent Builder Floor in Greater Kailash II,"₹ 4.55 Cr₹ 16,852/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
5 Bedroom Independent House in S.D.A,"₹ 21 Cr₹ 46,667/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",5 BHK5 Baths
4 Bedroom Independent House in S.D.A,"₹ 25 Cr₹ 62,200/sq.ft.","4,500 sq.ft. (418 sq.m.) Plot Area",4 BHK6 Baths
4 BHK Independent Builder Floor in Green Park,"₹ 6.05 Cr₹ 22,407/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK4 Baths
4 BHK Residential Apartment in Sector-54 Gurgaon,"₹ 3.85 Cr₹ 12,183/sq.ft.","3,160 sq.ft. (294 sq.m.) Super built-up Area",4 BHK4 Baths
2 BHK Independent Builder Floor in Lal Kuan,"₹ 20 Lac₹ 2,105/sq.ft.",950 sq.ft. (88 sq.m.) Super built-up Area,2 BHK2 Baths
3 BHK Independent Builder Floor in Shakti Khand,"₹ 68 Lac₹ 5,666/sq.ft.","1,200 sq.ft. (111 sq.m.) Built-up Area",3 BHK3 Baths
4 BHK Independent Builder Floor in Sushant Lok Phase - 3,"₹ 1.8 Cr₹ 6,667/sq.ft.","2,700 sq.ft. (251 sq.m.) Carpet Area",4 BHK4 Baths
3 BHK Residential Apartment in Sector-112 Gurgaon,"₹ 2.82 Cr₹ 7,494/sq.ft.","3,763 sq.ft. (350 sq.m.) Super built-up Area",3 BHK5 Baths
2 BHK Independent Builder Floor in Uttam Nagar,"₹ 23.5 Lac₹ 4,383/sq.ft.",535 sq.ft. (50 sq.m.) Built-up Area,2 BHK1 Bath
4 BHK Independent Builder Floor in Rosewood,"₹ 2.62 Cr₹ 9,703/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Independent Builder Floor in Uttam Nagar,"₹ 35.2 Lac₹ 4,345/sq.ft.",810 sq.ft. (75 sq.m.) Built-up Area,3 BHK2 Baths
2 BHK Independent Builder Floor in Uttam Nagar,"₹ 22.1 Lac₹ 4,081/sq.ft.",517 sq.ft. (48 sq.m.) Built-up Area,2 BHK1 Bath
2 BHK Independent Builder Floor in Uttam Nagar,"₹ 23.98 Lac₹ 4,524/sq.ft.",530 sq.ft. (49 sq.m.) Built-up Area,2 BHK2 Baths
1 BHK Independent Builder Floor in Uttam Nagar,"₹ 16.11 Lac₹ 3,746/sq.ft.",430 sq.ft. (40 sq.m.) Built-up Area,1 BHK1 Bath
1 BHK Independent Builder Floor in Uttam Nagar,"₹ 16.22 Lac₹ 3,852/sq.ft.",421 sq.ft. (39 sq.m.) Built-up Area,1 BHK1 Bath
1 BHK Independent Builder Floor in Uttam Nagar,"₹ 16.22 Lac₹ 3,852/sq.ft.",421 sq.ft. (39 sq.m.) Built-up Area,1 BHK1 Bath
4 BHK Residential Apartment in Sector-112 Gurgaon,"₹ 3.6 Cr₹ 7,594/sq.ft.","4,739 sq.ft. (440 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Sector-112 Gurgaon,"₹ 2.18 Cr₹ 7,780/sq.ft.","2,802 sq.ft. (260 sq.m.) Super built-up Area",3 BHK4 Baths
4 BHK Independent Builder Floor in Green Park Main,"₹ 8.5 Cr₹ 18,889/sq.ft.","4,500 sq.ft. (418 sq.m.) Carpet Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Vasant Vihar,"₹ 8.75 Cr₹ 24,306/sq.ft.","3,600 sq.ft. (334 sq.m.) Carpet Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Greater Kailash II,"₹ 5.8 Cr₹ 21,481/sq.ft.","2,700 sq.ft. (251 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Green Park Extension,"₹ 6.5 Cr₹ 21,368/sq.ft.","3,042 sq.ft. (283 sq.m.) Super built-up Area",4 BHK5 Baths
4 BHK Independent Builder Floor in Green Park Extension,"₹ 6.75 Cr₹ 23,365/sq.ft.","2,889 sq.ft. (268 sq.m.) Super built-up Area",4 BHK5 Baths
3 BHK Residential Apartment in Sector-113 Gurgaon,"₹ 2.45 Cr₹ 8,376/sq.ft.","2,925 sq.ft. (272 sq.m.) Super built-up Area",3 BHK4 Baths
Residential land / Plot in Raj Nagar Extension,"₹ 14.5 Lac₹ 1,611/sq.ft.",900 sq.ft. (84 sq.m.) Plot Area,
4 BHK Independent Builder Floor in Sector 21C Faridabad,"₹ 1.4 Cr₹ 4,243/sq.ft.","3,299 sq.ft. (306 sq.m.) Super built-up Area",4 BHK3 Baths
Residential land / Plot in Shanti Kunj,"₹ 7.5 Cr₹ 5,556/sq.ft.","13,500 sq.ft. (1254 sq.m.) Plot Area",
3 BHK Independent Builder Floor in Sector-47 Gurgaon,"₹ 1.45 Cr₹ 9,062/sq.ft.","1,600 sq.ft. (149 sq.m.) Super built-up Area",3 BHK3 Baths
Residential land / Plot in BPTP,"₹ 94.6 Lac₹ 4,204/sq.ft.","2,250 sq.ft. (209 sq.m.) Plot Area",
3 BHK Independent Builder Floor in Greenwood City,"₹ 2.2 Cr₹ 11,167/sq.ft.","1,970 sq.ft. (183 sq.m.) Super built-up Area",3 BHK3 Baths
3 BHK Residential Apartment in Sector-128 Noida,"₹ 2.25 Cr₹ 10,145/sq.ft.","2,070 sq.ft. (192 sq.m.) Super built-up Area",3 BHK5 Baths
4 BHK Independent Builder Floor in Vasant Vihar,"₹ 9.51 Cr₹ 24,573/sq.ft.","3,870 sq.ft. (360 sq.m.) Super built-up Area",4 BHK4 Baths
Residential land / Plot in Dera Mandi,"₹ 1.8 Cr₹ 1,667/sq.ft.","10,800 sq.ft. (1003 sq.m.) Plot Area",
5 Bedroom Independent House in Defence Colony,"₹ 30 Cr₹ 83,333/sq.ft.","3,600 sq.ft. (334 sq.m.) Plot Area",5 BHK5 Baths
